sen,label_decode,label,raw_sen
"['2', '0', '0', '6', '年', '至', '今', '任', '广', '西', '国', '宏', '经', '济', '发', '展', '集', '团', '有', '限', '公', '司', '副', '总', '会', '计', '师', '、', '财', '务', '部', '经', '理']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE']","[3, 3, 3, 3, 3, 3, 3, 3, 15, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 17, 9, 10, 10, 10, 11, 3, 9, 10, 10, 10, 11]",2006年至今任广西国宏经济发展集团有限公司副总会计师、财务部经理
"['现', '任', '西', '南', '化', '工', '研', '究', '设', '计', '院', '有', '限', '公', '司', '党', '委', '书', '记', '兼', '副', '总', '经', '理', '傅', '伟', '女', '士']","['O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'B-NAME', 'E-NAME', 'O', 'O']","[3, 3, 15, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 17, 9, 10, 10, 11, 3, 9, 10, 10, 11, 1, 2, 3, 3]",现任西南化工研究设计院有限公司党委书记兼副总经理傅伟女士
"['无', '境', '外', '永', '久', '居', '留', '权', '本', '科', '学', '历']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EDU', 'M-EDU', 'M-EDU', 'E-EDU']","[3, 3, 3, 3, 3, 3, 3, 3, 12, 13, 13, 14]",无境外永久居留权本科学历
"['先', '后', '就', '读', '于', '武', '汉', '理', '工', '大', '学', '管', '理', '工', '程', '专', '业', '、', '中', '国', '社', '会', '科', '学', '院', '研', '究', '生', '院', '技', '术', '经', '济', '专', '业']","['O', 'O', 'O', 'O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-PRO', 'M-PRO', 'M-PRO', 'M-PRO', 'M-PRO', 'E-PRO', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-PRO', 'M-PRO', 'M-PRO', 'M-PRO', 'M-PRO', 'E-PRO']","[3, 3, 3, 3, 3, 15, 16, 16, 16, 16, 17, 19, 20, 20, 20, 20, 21, 3, 15, 16, 16, 16, 16, 16, 16, 16, 16, 16, 17, 19, 20, 20, 20, 20, 21]",先后就读于武汉理工大学管理工程专业、中国社会科学院研究生院技术经济专业
"['现', '任', '上', '海', '纺', '织', '控', '股', '(', '集', '团', ')', '公', '司', '、', '上', '海', '纺', '织', '(', '集', '团', ')', '有', '限', '公', '司', '监', '审', '室', '主', '任', '曹', '旭', '先', '生']","['O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'B-NAME', 'E-NAME', 'O', 'O']","[3, 3, 15, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 17, 3, 15, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 17, 9, 10, 10, 10, 11, 1, 2, 3, 3]",现任上海纺织控股(集团)公司、上海纺织(集团)有限公司监审室主任曹旭先生
"['其', '中', '2', '0', '1', '3', '年', '3', '月', '至', '2', '0', '1', '3', '年', '1', '2', '月', '兼', '任', '湖', '南', '金', '健', '粮', '油', '实', '业', '发', '展', '有', '限', '责', '任', '公', '司', '董', '事', '长', '、', '总', '经', '理', '王', '丽', '梅', '女', '士']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-TITLE', 'M-TITLE', 'E-TITLE', 'B-NAME', 'M-NAME', 'E-NAME', 'O', 'O']","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 15, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 17, 9, 10, 11, 3, 9, 10, 11, 1, 18, 2, 3, 3]",其中2013年3月至2013年12月兼任湖南金健粮油实业发展有限责任公司董事长、总经理王丽梅女士
"['曾', '任', '河', '南', '油', '田', '采', '油', '二', '厂', '仪', '表', '自', '动', '化', '工', '程', '师', '中', '国', '石', '化', '集', '团', '河', '南', '石', '油', '勘', '探', '局', '勘', '察', '设', '计', '研', '究', '院', '仪', '表', '自', '动', '化', '工', '程', '师', '、', '高', '级', '工', '程', '师', '等', '职']","['O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'O']","[3, 3, 15, 16, 16, 16, 16, 16, 16, 17, 9, 10, 10, 10, 10, 10, 10, 11, 15, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 17, 9, 10, 10, 10, 10, 10, 10, 11, 3, 9, 10, 10, 10, 11, 3, 3]",曾任河南油田采油二厂仪表自动化工程师中国石化集团河南石油勘探局勘察设计研究院仪表自动化工程师、高级工程师等职
"['1', '9', '7', '5', '年', '1', '0', '月', '出', '生', '法', '学', '博', '士']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PRO', 'E-PRO', 'B-EDU', 'E-EDU']","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 19, 21, 12, 14]",1975年10月出生法学博士
"['现', '任', '天', '津', '红', '日', '药', '业', '股', '份', '有', '限', '公', '司', '独', '立', '董', '事', '四', '川', '广', '安', '爱', '众', '股', '份', '有', '限', '公', '司', '独', '立', '董', '事', '、', '山', '东', '施', '可', '丰', '股', '份', '有', '限', '公', '司', '独', '立', '董', '事', '、', '云', '南', '绿', '大', '地', '生', '物', '科', '技', '股', '份', '有', '限', '公', '司', '独', '立', '董', '事', '、', '许', '昌', '传', '动', '轴', '股', '份', '有', '限', '公', '司', '独', '立', '董', '事', '、', '濮', '阳', '蔚', '林', '化', '工', '股', '份', '有', '限', '公', '司', '董', '事', '李', '中', '先', '生', '中', '共', '党', '员', '大', '专', '学', '历']","['O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'E-TITLE', 'B-NAME', 'E-NAME', 'O', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'B-EDU', 'M-EDU', 'M-EDU', 'E-EDU']","[3, 3, 15, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 17, 9, 10, 10, 11, 15, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 17, 9, 10, 10, 11, 3, 15, 16, 16, 16, 16, 16, 16, 16, 16, 16, 17, 9, 10, 10, 11, 3, 15, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 17, 9, 10, 10, 11, 3, 15, 16, 16, 16, 16, 16, 16, 16, 16, 16, 17, 9, 10, 10, 11, 3, 15, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 17, 9, 11, 1, 2, 3, 3, 9, 10, 10, 11, 12, 13, 13, 14]",现任天津红日药业股份有限公司独立董事四川广安爱众股份有限公司独立董事、山东施可丰股份有限公司独立董事、云南绿大地生物科技股份有限公司独立董事、许昌传动轴股份有限公司独立董事、濮阳蔚林化工股份有限公司董事李中先生中共党员大专学历
"['2', '0', '0', '6', '年', '加', '盟', '云', '南', '沃', '森', '生', '物', '技', '术', '股', '份', '有', '限', '公', '司']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG']","[3, 3, 3, 3, 3, 3, 3, 15, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 17]",2006年加盟云南沃森生物技术股份有限公司
"['现', '任', '天', '津', '瑞', '普', '生', '物', '技', '术', '股', '份', '有', '限', '公', '司', '董', '事', '、', '董', '事', '会', '秘', '书', '、', '副', '总', '经', '理', '赵', '沛', '先', '生', '中', '国', '中', '煤', '能', '源', '股', '份', '有', '限', '公', '司', '董', '事', '会', '独', '立', '非', '执', '行', '董', '事']","['O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'E-TITLE', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'B-NAME', 'E-NAME', 'O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE']","[3, 3, 15, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 17, 9, 11, 3, 9, 10, 10, 10, 11, 3, 9, 10, 10, 11, 1, 2, 3, 3, 15, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 17, 9, 10, 10, 10, 10, 10, 10, 10, 10, 11]",现任天津瑞普生物技术股份有限公司董事、董事会秘书、副总经理赵沛先生中国中煤能源股份有限公司董事会独立非执行董事
"['曾', '任', '安', '泰', '科', '技', '股', '份', '有', '限', '公', '司', '执', '行', '董', '事', '、', '总', '裁', '北', '京', '安', '泰', '钢', '研', '超', '硬', '材', '料', '制', '品', '有', '限', '责', '任', '公', '司', '董', '事', '长', '、', '河', '冶', '科', '技', '股', '份', '有', '限', '公', '司', '董', '事', '长', '、', '中', '联', '先', '进', '钢', '铁', '材', '料', '技', '术', '有', '限', '责', '任', '公', '司', '董', '事', '、', '北', '京', '科', '技', '大', '学', '教', '授', '、', '系', '副', '主', '任', '冶', '金', '工', '业', '部', '科', '技', '司', '处', '长', '、', '钢', '铁', '研', '究', '总', '院', '副', '总', '工', '程', '师', '兼', '工', '程', '中', '心', '主', '任', '、', '钢', '铁', '研', '究', '总', '院', '副', '院', '长', '新', '冶', '高', '科', '技', '集', '团', '公', '司', '董', '事', '长', '、', '北', '京', '钢', '研', '新', '冶', '工', '程', '设', '计', '有', '限', '公', '司', '董', '事', '长', '赵', '先', '生', '是', '工', '学', '博', '士', '英', '国', '利', '兹', '大', '学', '博', '士', '后', '教', '授', '、', '博', '士', '生', '导', '师']","['O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-TITLE', 'E-TITLE', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'E-TITLE', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'E-TITLE', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'E-TITLE', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'E-TITLE', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'E-TITLE', 'S-NAME', 'O', 'O', 'O', 'B-PRO', 'E-PRO', 'B-EDU', 'E-EDU', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'E-TITLE', 'B-TITLE', 'E-TITLE', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE']","[3, 3, 15, 16, 16, 16, 16, 16, 16, 16, 16, 17, 9, 10, 10, 11, 3, 9, 11, 15, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 17, 9, 10, 11, 3, 15, 16, 16, 16, 16, 16, 16, 16, 16, 17, 9, 10, 11, 3, 15, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 17, 9, 11, 3, 15, 16, 16, 16, 16, 17, 9, 11, 3, 9, 10, 10, 11, 15, 16, 16, 16, 16, 16, 16, 17, 9, 11, 3, 15, 16, 16, 16, 16, 17, 9, 10, 10, 10, 11, 3, 9, 10, 10, 10, 10, 11, 3, 15, 16, 16, 16, 16, 17, 9, 10, 11, 15, 16, 16, 16, 16, 16, 16, 16, 17, 9, 10, 11, 3, 15, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 17, 9, 10, 11, 23, 3, 3, 3, 19, 21, 12, 14, 15, 16, 16, 16, 16, 17, 9, 10, 11, 9, 11, 3, 9, 10, 10, 10, 11]",曾任安泰科技股份有限公司执行董事、总裁北京安泰钢研超硬材料制品有限责任公司董事长、河冶科技股份有限公司董事长、中联先进钢铁材料技术有限责任公司董事、北京科技大学教授、系副主任冶金工业部科技司处长、钢铁研究总院副总工程师兼工程中心主任、钢铁研究总院副院长新冶高科技集团公司董事长、北京钢研新冶工程设计有限公司董事长赵先生是工学博士英国利兹大学博士后教授、博士生导师
"['先', '后', '担', '任', '上', '海', '普', '利', '特', '复', '合', '材', '料', '股', '份', '有', '限', '公', '司', '质', '量', '保', '证', '部', '经', '理', '、', '生', '产', '制', '造', '部', '经', '理', '等', '职']","['O', 'O', 'O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'O']","[3, 3, 3, 3, 15, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 17, 9, 10, 10, 10, 10, 10, 11, 3, 9, 10, 10, 10, 10, 10, 11, 3, 3]",先后担任上海普利特复合材料股份有限公司质量保证部经理、生产制造部经理等职
"['1', '9', '9', '8', '年', '梁', '桂', '添', '先', '生', '与', '梁', '桂', '秋', '先', '生', '一', '起', '创', '立', '深', '圳', '市', '尚', '荣', '医', '疗', '股', '份', '有', '限', '公', '司']","['O', 'O', 'O', 'O', 'O', 'B-NAME', 'M-NAME', 'E-NAME', 'O', 'O', 'O', 'B-NAME', 'M-NAME', 'E-NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG']","[3, 3, 3, 3, 3, 1, 18, 2, 3, 3, 3, 1, 18, 2, 3, 3, 3, 3, 3, 3, 15, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 17]",1998年梁桂添先生与梁桂秋先生一起创立深圳市尚荣医疗股份有限公司
"['历', '任', '太', '原', '天', '龙', '集', '团', '股', '份', '有', '限', '公', '司', '针', '纺', '商', '场', '合', '同', '物', '价', '员', '、', '纺', '织', '商', '场', '办', '公', '室', '主', '任', '、', '购', '物', '广', '场', '女', '装', '商', '场', '商', '品', '部', '主', '管']","['O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE']","[3, 3, 15, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 17, 9, 10, 10, 10, 10, 10, 10, 10, 11, 3, 9, 10, 10, 10, 10, 10, 10, 10, 11, 3, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 11]",历任太原天龙集团股份有限公司针纺商场合同物价员、纺织商场办公室主任、购物广场女装商场商品部主管
"['2', '0', '0', '4', '年', '2', '月', '至', '2', '0', '0', '5', '年', '2', '月', '担', '任', '学', '院', '路', '支', '行', '行', '长']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'E-TITLE']","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 15, 16, 16, 16, 17, 9, 11]",2004年2月至2005年2月担任学院路支行行长
"['曾', '任', '国', '泰', '证', '券', '有', '限', '公', '司', '交', '易', '部', '副', '总', '经', '理', '、', '国', '泰', '基', '金', '管', '理', '有', '限', '公', '司', '总', '经', '理', '助', '理', '、', '投', '资', '部', '总', '监', '、', '投', '资', '研', '究', '联', '席', '会', '议', '主', '席', '、', '新', '产', '品', '开', '发', '部', '总', '监', '等']","['O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O']","[3, 3, 15, 16, 16, 16, 16, 16, 16, 17, 9, 10, 10, 10, 10, 10, 11, 3, 15, 16, 16, 16, 16, 16, 16, 16, 16, 17, 9, 10, 10, 10, 11, 3, 9, 10, 10, 10, 11, 3, 9, 10, 10, 10, 10, 10, 10, 10, 10, 11, 3, 9, 10, 10, 10, 10, 10, 10, 11, 3]",曾任国泰证券有限公司交易部副总经理、国泰基金管理有限公司总经理助理、投资部总监、投资研究联席会议主席、新产品开发部总监等
"['在', '北', '京', '物', '美', '商', '业', '集', '团', '任', '高', '级', '总', '监', '孙', '治', '成', '先', '生']","['O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'B-NAME', 'M-NAME', 'E-NAME', 'O', 'O']","[3, 15, 16, 16, 16, 16, 16, 16, 17, 3, 9, 10, 10, 11, 1, 18, 2, 3, 3]",在北京物美商业集团任高级总监孙治成先生
"['1', '9', '9', '8', '年', '至', '2', '0', '0', '2', '年', '就', '职', '于', '福', '州', '中', '能', '电', '力', '设', '备', '有', '限', '公', '司', '担', '任', '仓', '管', '员', '、', '出', '纳', '员']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'O', 'O', 'B-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-TITLE', 'M-TITLE', 'E-TITLE']","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 15, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 17, 3, 3, 9, 10, 11, 3, 9, 10, 11]",1998年至2002年就职于福州中能电力设备有限公司担任仓管员、出纳员
"['现', '任', '公', '司', '监', '事', '会', '职', '工', '代', '表', '监', '事']","['O', 'O', 'B-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE']","[3, 3, 15, 17, 9, 10, 10, 10, 10, 10, 10, 10, 11]",现任公司监事会职工代表监事
"['报', '告', '期', '内', '任', '中', '国', '东', '方', '航', '空', '股', '份', '有', '限', '公', '司', '董', '事', '罗', '先', '生', '于', '1', '9', '9', '8', '年', '加', '入', '东', '航']","['O', 'O', 'O', 'O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'E-TITLE', 'S-NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'E-ORG']","[3, 3, 3, 3, 3, 15, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 17, 9, 11, 23, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 15, 17]",报告期内任中国东方航空股份有限公司董事罗先生于1998年加入东航
