sen,label_decode,label,raw_sen,length,start
"['7', '.', '双', '臂', '可', '穿', '刺', '血', '管', '较', '明', '显']","['O', 'O', 'B-项目', 'I-项目', 'B-标准', 'I-标准', 'I-标准', 'I-标准', 'I-标准', 'I-标准', 'I-标准', 'I-标准']","[0, 3, 3, 12, 13, 18, 19, 19, 19, 19, 19, 19, 19, 1]",7.双臂可穿刺血管较明显,12,0
"['并', '达', '到', '灭', '菌', '要', '求', '的', '制', '剂', '3', '.', '1', '1', '无', '菌', '保', '证', '水', '平', 's', 't', 'e', 'r', 'i', 'i', 't', 'y']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-术语', 'I-术语', 'I-术语', 'I-术语', 'I-术语', 'I-术语', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 58, 59, 59, 59, 59, 59, 3, 3, 3, 3, 3, 3, 3, 3, 1]",并达到灭菌要求的制剂3.11无菌保证水平steriity,28,0
"['g', ')', '开', '窗', '或', '电', '扇', '使', '空', '气', '凉', '爽']","['O', 'O', 'B-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施']","[0, 3, 3, 144, 145, 145, 145, 145, 145, 145, 145, 145, 145, 1]",g)开窗或电扇使空气凉爽,12,0
"['c', '）', '做', '好', '记', '录', '相', '关', '工', '作', '人', '员', '签', '字']","['O', 'O', 'B-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施']","[0, 3, 3, 144, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 1]",c）做好记录相关工作人员签字,14,0
"['3', '.', '3', '添', '加', '液', 'a', 'd', 'd', 'i', 't', 'i', 'v', 'e']","['O', 'O', 'O', 'B-术语', 'I-术语', 'I-术语', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 58, 59, 59, 3, 3, 3, 3, 3, 3, 3, 3, 1]",3.3添加液additive,14,0
"['\u2002', '表', '1', '9', '\u2002', '单', '采', '粒', '细', '胞', '质', '量', '控', '制', '项', '目', '和', '要', '求', '\u2002', '质', '量', '控', '制', '项', '目', '\u2002', '要', '求', '\u2002', '外', '观', '\u2002', '肉', '眼', '观', '察', '应', '无', '色', '泽', '异', '常']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-项目', 'I-项目', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 12, 13, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]", 表19 单采粒细胞质量控制项目和要求 质量控制项目 要求 外观 肉眼观察应无色泽异常,43,0
"['8', '.', '2', '无', '偿', '献', '血', '者', '享', '有', '减', '免', '用', '血', '费', '用', '的', '权', '利', '公', '民', '临', '床', '用', '血', '时', '只', '交', '付', '用', '于', '血', '液', '的', '采', '集', '、', '储', '存', '、', '分', '离', '、', '检', '验', '等', '费', '用']","['O', 'O', 'O', 'B-献血者分类', 'I-献血者分类', 'I-献血者分类', 'I-献血者分类', 'I-献血者分类', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 14, 15, 15, 15, 15, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]",8.2无偿献血者享有减免用血费用的权利公民临床用血时只交付用于血液的采集、储存、分离、检验等费用,48,0
"['既', '往', '或', '现', '有', '药', '物', '依', '赖', '、', '酒', '精', '依', '赖', '或', '药', '物', '滥', '用', '者']","['O', 'O', 'O', 'O', 'O', 'B-疾病', 'I-疾病', 'I-疾病', 'I-疾病', 'O', 'B-疾病', 'I-疾病', 'I-疾病', 'I-疾病', 'O', 'B-献血者分类', 'I-献血者分类', 'I-献血者分类', 'I-献血者分类', 'I-献血者分类']","[0, 3, 3, 3, 3, 3, 60, 61, 61, 61, 3, 60, 61, 61, 61, 3, 14, 15, 15, 15, 15, 1]",既往或现有药物依赖、酒精依赖或药物滥用者,20,0
"['1', '0', '.', '6', '梅', '毒', '(', 'S', 'y', 'p', 'h', 'i', 'l', 'i', 's', ')', '试', '验']","['O', 'O', 'O', 'O', 'B-病毒', 'I-病毒', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 3, 62, 63, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]",10.6梅毒(Syphilis)试验,18,0
"['长', '叹', '""', '今', '不', '如', '昔', '""', '精', '神', '倦', '怠', '肢', '体', '酸', '沉', '少', '气', '无', '力', '嗜', '卧', '懒', '动']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-症状', 'I-症状', 'I-症状', 'I-症状', 'B-症状', 'I-症状', 'I-症状', 'I-症状', 'B-症状', 'I-症状', 'I-症状', 'I-症状', 'B-症状', 'I-症状', 'I-症状', 'I-症状']","[0, 3, 3, 3, 3, 3, 3, 3, 3, 38, 39, 39, 39, 38, 39, 39, 39, 38, 39, 39, 39, 38, 39, 39, 39, 1]","长叹""今不如昔""精神倦怠肢体酸沉少气无力嗜卧懒动",24,0
"['8', '手', '卫', '生', '的', '监', '测', '8', '.', '1', '监', '测', '要', '求', '8', '.', '1', '.', '1', '医', '疗', '机', '构', '应', '定', '期', '进', '行', '医', '务', '人', '员', '手', '卫', '生', '依', '从', '性', '的', '监', '测', '与', '反', '馈']","['O', 'B-工艺卫生', 'I-工艺卫生', 'I-工艺卫生', 'I-工艺卫生', 'I-工艺卫生', 'I-工艺卫生', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 148, 149, 149, 149, 149, 149, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]",8手卫生的监测8.1监测要求8.1.1医疗机构应定期进行医务人员手卫生依从性的监测与反馈,44,0
"['j', ')', '婉', '转', '地', '告', '诉', '献', '血', '者', '不', '要', '再', '献', '血', '了']","['O', 'O', 'B-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施']","[0, 3, 3, 144, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 1]",j)婉转地告诉献血者不要再献血了,16,0
"['3', '.', '1', '保', '养', '液', 'p', 'r', 'e', 's', 'e', 'r', 'v', 'a', 't', 'i', 'v', 'e']","['O', 'O', 'O', 'B-术语', 'I-术语', 'I-术语', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 58, 59, 59, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]",3.1保养液preservative,18,0
"['2', '6', '人', '体', '血', '液', '有', '多', '少', '？', '（', '知', '识', '类', '-', '血', '液', '概', '念', '型', '）', '在', '正', '常', '情', '况', '下']","['O', 'O', 'O', 'O', 'B-人体组织', 'I-人体组织', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 3, 28, 29, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]",26人体血液有多少？（知识类-血液概念型）在正常情况下,27,0
"['2', '）', '血', '型', '检', '测']","['O', 'O', 'B-项目', 'I-项目', 'I-项目', 'I-项目']","[0, 3, 3, 12, 13, 13, 13, 1]",2）血型检测,6,0
"['1', '无', '偿', '献', '血', '有', '哪', '些', '规', '定', '?', '(', '制', '度', '类', '-', '概', '念', '型', ')', '国', '家', '提', '倡', '1', '8', '周', '岁', '至', '5', '5', '周', '岁', '的', '健', '康', '公', '民', '自', '愿', '献', '血']","['O', 'B-行为', 'I-行为', 'I-行为', 'I-行为', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 4, 5, 5, 5, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]",1无偿献血有哪些规定?(制度类-概念型)国家提倡18周岁至55周岁的健康公民自愿献血,42,0
"['轻', '微', '刺', '伤', '、', '划', '伤', '即', '出', '血', '不', '止']","['O', 'O', 'O', 'O', 'O', 'B-症状', 'I-症状', 'I-症状', 'I-症状', 'I-症状', 'I-症状', 'I-症状']","[0, 3, 3, 3, 3, 3, 38, 39, 39, 39, 39, 39, 39, 1]",轻微刺伤、划伤即出血不止,12,0
"['6', '.', '1', '.', '3', '消', '化', '系', '统', '疾', '病', '患', '者']","['O', 'O', 'O', 'O', 'O', 'B-献血者分类', 'I-献血者分类', 'I-献血者分类', 'I-献血者分类', 'I-献血者分类', 'I-献血者分类', 'I-献血者分类', 'I-献血者分类']","[0, 3, 3, 3, 3, 3, 14, 15, 15, 15, 15, 15, 15, 15, 1]",6.1.3消化系统疾病患者,13,0
"['3', '.', '2', '血', '液', '制', '剂', 'b', 'l', 'o', 'o', 'd', 'p', 'r', 'o', 'd', 'u', 'c', 't']","['O', 'O', 'O', 'B-术语', 'I-术语', 'I-术语', 'I-术语', 'B-英文名', 'I-英文名', 'I-英文名', 'I-英文名', 'I-英文名', 'I-英文名', 'I-英文名', 'I-英文名', 'I-英文名', 'I-英文名', 'I-英文名', 'I-英文名']","[0, 3, 3, 3, 58, 59, 59, 59, 20, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 1]",3.2血液制剂bloodproduct,19,0
"['3', '2', '什', '么', '是', '血', '液', '病', '？', '（', '知', '识', '类', '-', '血', '液', '概', '念', '型', '）', '血', '液', '病', '亦', '称', '为', '造', '血', '系', '统', '疾', '病']","['O', 'O', 'O', 'O', 'O', 'B-疾病分类', 'I-疾病分类', 'I-疾病分类', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-疾病分类', 'I-疾病分类', 'I-疾病分类', 'I-疾病分类', 'I-疾病分类', 'I-疾病分类']","[0, 3, 3, 3, 3, 3, 36, 37, 37, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 36, 37, 37, 37, 37, 37, 1]",32什么是血液病？（知识类-血液概念型）血液病亦称为造血系统疾病,32,0
"['e', ')', '眩', '晕', '/', '持', '续', '呵', '欠']","['O', 'O', 'B-症状', 'I-症状', 'I-症状', 'I-症状', 'I-症状', 'I-症状', 'I-症状']","[0, 3, 3, 38, 39, 39, 39, 39, 39, 39, 1]",e)眩晕/持续呵欠,9,0
"['4', '献', '血', '场', '所', '数', '量', '4', '.', '1', '在', '血', '站', '住', '所', '内', '应', '至', '少', '设', '立', '1', '个', '献', '血', '室']","['O', 'B-献血场所', 'I-献血场所', 'I-献血场所', 'I-献血场所', 'I-献血场所', 'I-献血场所', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 8, 9, 9, 9, 9, 9, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]",4献血场所数量4.1在血站住所内应至少设立1个献血室,26,0
"['7', '.', '经', '常', '鼻', '出', '血', '、', '牙', '龈', '出', '血', '口', '腔', '及', '舌', '面', '紫', '黯', '血', '泡', '女', '子', '月', '经', '过', '多', '如', '崩', '如', '注']","['O', 'O', 'B-症状', 'I-症状', 'I-症状', 'I-症状', 'I-症状', 'O', 'B-症状', 'I-症状', 'I-症状', 'I-症状', 'B-症状', 'I-症状', 'I-症状', 'I-症状', 'I-症状', 'I-症状', 'I-症状', 'I-症状', 'I-症状', 'B-症状', 'I-症状', 'I-症状', 'I-症状', 'I-症状', 'I-症状', 'I-症状', 'I-症状', 'I-症状', 'I-症状']","[0, 3, 3, 38, 39, 39, 39, 39, 3, 38, 39, 39, 39, 38, 39, 39, 39, 39, 39, 39, 39, 39, 38, 39, 39, 39, 39, 39, 39, 39, 39, 39, 1]",7.经常鼻出血、牙龈出血口腔及舌面紫黯血泡女子月经过多如崩如注,31,0
"['本', '标', '准', '主', '要', '起', '草', '人', '李', '六', '亿', '、', '张', '流', '波', '、', '姚', '楚', '水', '、', '陈', '顺', '兰', '、', '班', '海', '群', '、', '胡', '国', '庆', '、', '张', '宇', '、', '丁', '炎', '明', '、', '陆', '群', '、', '钱', '黎', '明', '、', '刘', '坤', '、', '邢', '淑', '霞', '、', '任', '伍', '爱', '、', '黄', '靖', '雄', '、', '贾', '会', '学', '、', '要', '慧', '、', '黄', '辉', '萍']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-起草人', 'I-起草人', 'I-起草人', 'O', 'B-起草人', 'I-起草人', 'I-起草人', 'O', 'B-起草人', 'I-起草人', 'I-起草人', 'O', 'B-起草人', 'I-起草人', 'I-起草人', 'O', 'B-起草人', 'I-起草人', 'I-起草人', 'O', 'B-起草人', 'I-起草人', 'I-起草人', 'O', 'B-起草人', 'I-起草人', 'O', 'B-起草人', 'I-起草人', 'I-起草人', 'O', 'B-起草人', 'I-起草人', 'O', 'B-起草人', 'I-起草人', 'I-起草人', 'O', 'B-起草人', 'I-起草人', 'O', 'B-起草人', 'I-起草人', 'I-起草人', 'O', 'B-起草人', 'I-起草人', 'I-起草人', 'O', 'B-起草人', 'I-起草人', 'I-起草人', 'O', 'B-起草人', 'I-起草人', 'I-起草人', 'O', 'B-起草人', 'I-起草人', 'O', 'B-起草人', 'I-起草人', 'I-起草人']","[0, 3, 3, 3, 3, 3, 3, 3, 3, 82, 83, 83, 3, 82, 83, 83, 3, 82, 83, 83, 3, 82, 83, 83, 3, 82, 83, 83, 3, 82, 83, 83, 3, 82, 83, 3, 82, 83, 83, 3, 82, 83, 3, 82, 83, 83, 3, 82, 83, 3, 82, 83, 83, 3, 82, 83, 83, 3, 82, 83, 83, 3, 82, 83, 83, 3, 82, 83, 3, 82, 83, 83, 1]",本标准主要起草人李六亿、张流波、姚楚水、陈顺兰、班海群、胡国庆、张宇、丁炎明、陆群、钱黎明、刘坤、邢淑霞、任伍爱、黄靖雄、贾会学、要慧、黄辉萍,71,0
"['a', ')', '停', '止', '献', '血']","['O', 'O', 'B-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施']","[0, 3, 3, 144, 145, 145, 145, 1]",a)停止献血,6,0
"['表', '1', '全', '血', '质', '量', '控', '制', '项', '目', '和', '要', '求', '质', '量', '控', '制', '项', '目', '要', '求', '外', '观', '肉', '眼', '观', '察', '应', '无', '色', '泽', '异', '常', '、', '溶', '血', '、', '凝', '块', '、', '气', '泡', '及', '重', '度', '乳', '糜', '等', '情', '况']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-项目', 'I-项目', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 12, 13, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]",表1全血质量控制项目和要求质量控制项目要求外观肉眼观察应无色泽异常、溶血、凝块、气泡及重度乳糜等情况,50,0
"['b', ')', '情', '绪', '紧', '张', '、', '焦', '虑', '或', '恐', '惧', '（', '例', '如', '初', '次', '献', '血', '）']","['O', 'O', 'B-诱发因素', 'I-诱发因素', 'I-诱发因素', 'I-诱发因素', 'O', 'B-诱发因素', 'I-诱发因素', 'O', 'B-诱发因素', 'I-诱发因素', 'O', 'O', 'O', 'B-诱发因素', 'I-诱发因素', 'I-诱发因素', 'I-诱发因素', 'O']","[0, 3, 3, 140, 141, 141, 141, 3, 140, 141, 3, 140, 141, 3, 3, 3, 140, 141, 141, 141, 3, 1]",b)情绪紧张、焦虑或恐惧（例如初次献血）,20,0
"['2', '.', '1', '0', '静', '脉', '穿', '刺', '2', '.', '1', '0', '.', '1', '待', '消', '毒', '剂', '干', '后', '方', '可', '进', '行', '静', '脉', '穿', '刺']","['O', 'O', 'O', 'O', 'B-血液采集', 'I-血液采集', 'I-血液采集', 'I-血液采集', 'O', 'O', 'O', 'O', 'O', 'O', 'B-要求', 'I-要求', 'I-要求', 'I-要求', 'I-要求', 'I-要求', 'I-要求', 'I-要求', 'I-要求', 'I-要求', 'I-要求', 'I-要求', 'I-要求', 'I-要求']","[0, 3, 3, 3, 3, 50, 51, 51, 51, 3, 3, 3, 3, 3, 3, 54, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 1]",2.10静脉穿刺2.10.1待消毒剂干后方可进行静脉穿刺,28,0
"['2', '.', '8', '静', '脉', '及', '其', '穿', '刺', '路', '径', '评', '估', '与', '选', '择', '2', '.', '8', '.', '1', '穿', '刺', '部', '位', '的', '选', '择', '应', '选', '择', '无', '损', '伤', '、', '炎', '症', '、', '皮', '疹', '、', '皮', '癣', '、', '疤', '痕', '的', '皮', '肤', '区', '域', '为', '穿', '刺', '部', '位']","['O', 'O', 'O', 'B-血液采集', 'I-血液采集', 'I-血液采集', 'I-血液采集', 'I-血液采集', 'I-血液采集', 'I-血液采集', 'I-血液采集', 'I-血液采集', 'I-血液采集', 'I-血液采集', 'I-血液采集', 'I-血液采集', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 50, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]",2.8静脉及其穿刺路径评估与选择2.8.1穿刺部位的选择应选择无损伤、炎症、皮疹、皮癣、疤痕的皮肤区域为穿刺部位,56,0
"['中', '华', '人', '民', '共', '和', '国', '卫', '生', '行', '业', '标', '准', 'W', 'S', '/', 'T', '5', '5', '1', '—', '2', '0', '1', '7', '献', '血', '不', '良', '反', '应', '分', '类', '指', '南', 'G', 'u', 'i', 'd', 'e', 'l', 'i', 'n', 'e', 's']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-编号', 'I-编号', 'I-编号', 'I-编号', 'I-编号', 'I-编号', 'I-编号', 'I-编号', 'I-编号', 'I-编号', 'I-编号', 'I-编号', 'B-行业标准', 'I-行业标准', 'I-行业标准', 'I-行业标准', 'I-行业标准', 'I-行业标准', 'I-行业标准', 'I-行业标准', 'I-行业标准', 'I-行业标准', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 46, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 90, 91, 91, 91, 91, 91, 91, 91, 91, 91, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]",中华人民共和国卫生行业标准WS/T551—2017献血不良反应分类指南Guidelines,45,0
"['1', '0', '.', '2', '根', '据', '工', '作', '需', '要', '配', '备', '生', '化', '仪', '、', '血', '细', '胞', '计', '数', '仪', '、', '血', '小', '板', '振', '荡', '保', '存', '箱', '、', '血', '液', '成', '分', '单', '采', '机', '、', '离', '心', '机', '、', '移', '液', '器', '等']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-检测设备', 'I-检测设备', 'I-检测设备', 'O', 'B-检测设备', 'I-检测设备', 'I-检测设备', 'I-检测设备', 'I-检测设备', 'I-检测设备', 'O', 'B-储存设备', 'I-储存设备', 'I-储存设备', 'I-储存设备', 'I-储存设备', 'I-储存设备', 'I-储存设备', 'I-储存设备', 'O', 'B-采血设备', 'I-采血设备', 'I-采血设备', 'I-采血设备', 'I-采血设备', 'I-采血设备', 'I-采血设备', 'O', 'B-检测设备', 'I-检测设备', 'I-检测设备', 'O', 'B-检测设备', 'I-检测设备', 'I-检测设备', 'O']","[0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 100, 101, 101, 3, 100, 101, 101, 101, 101, 101, 3, 96, 97, 97, 97, 97, 97, 97, 97, 3, 94, 95, 95, 95, 95, 95, 95, 3, 100, 101, 101, 3, 100, 101, 101, 3, 1]",10.2根据工作需要配备生化仪、血细胞计数仪、血小板振荡保存箱、血液成分单采机、离心机、移液器等,48,0
"['如', '贫', '血', '（', '缺', '铁', '性', '贫', '血', '、', '巨', '幼', '红', '细', '胞', '贫', '血', '治', '愈', '者', '除', '外', '）', '、', '真', '性', '红', '细', '胞', '增', '多', '症', '、', '粒', '细', '胞', '缺', '乏', '症', '、', '白', '血', '病', '、', '淋', '巴', '瘤', '及', '各', '种', '出', '、', '凝', '血', '性', '疾', '病']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-疾病', 'I-疾病', 'I-疾病', 'I-疾病', 'I-疾病', 'I-疾病', 'I-疾病', 'I-疾病', 'O', 'B-疾病', 'I-疾病', 'I-疾病', 'I-疾病', 'I-疾病', 'I-疾病', 'O', 'B-疾病', 'I-疾病', 'I-疾病', 'O', 'B-疾病', 'I-疾病', 'I-疾病', 'O', 'B-疾病', 'I-疾病', 'I-疾病', 'I-疾病', 'I-疾病', 'I-疾病', 'I-疾病', 'I-疾病', 'I-疾病']","[0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 60, 61, 61, 61, 61, 61, 61, 61, 3, 60, 61, 61, 61, 61, 61, 3, 60, 61, 61, 3, 60, 61, 61, 3, 60, 61, 61, 61, 61, 61, 61, 61, 61, 1]",如贫血（缺铁性贫血、巨幼红细胞贫血治愈者除外）、真性红细胞增多症、粒细胞缺乏症、白血病、淋巴瘤及各种出、凝血性疾病,57,0
"['6', '.', '2', '.', '4', '活', '动', '性', '或', '进', '展', '性', '眼', '科', '疾', '病', '病', '愈', '未', '满', '1', '周', '者', '眼', '科', '手', '术', '愈', '后', '未', '满', '3', '个', '月', '者']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-手术', 'I-手术', 'I-手术', 'I-手术', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 70, 71, 71, 71, 3, 3, 3, 3, 3, 3, 3, 3, 1]",6.2.4活动性或进展性眼科疾病病愈未满1周者眼科手术愈后未满3个月者,35,0
"['2', '7', '什', '么', '叫', '血', '型', '？', '（', '知', '识', '类', '-', '血', '液', '概', '念', '型', '）', '血', '型', '通', '常', '定', '义', '为', '各', '种', '血', '液', '成', '分', '的', '遗', '传', '多', '态', '性']","['O', 'O', 'O', 'O', 'O', 'B-血型', 'I-血型', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 3, 3, 30, 31, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]",27什么叫血型？（知识类-血液概念型）血型通常定义为各种血液成分的遗传多态性,38,0
"['2', '9', '什', '么', '是', 'R', 'h', '血', '型', '？', '（', '知', '识', '类', '-', '血', '液', '概', '念', '型', '）', 'R', 'h']","['O', 'O', 'O', 'O', 'O', 'B-血型', 'I-血型', 'I-血型', 'I-血型', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 3, 3, 30, 31, 31, 31, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]",29什么是Rh血型？（知识类-血液概念型）Rh,23,0
"['如', '梅', '毒', '患', '者', '、', '梅', '毒', '螺', '旋', '体', '感', '染', '者', '、', '淋', '病', '、', '尖', '锐', '湿', '疣', '等']","['O', 'B-疾病', 'I-疾病', 'O', 'O', 'O', 'B-疾病', 'I-疾病', 'I-疾病', 'I-疾病', 'I-疾病', 'I-疾病', 'I-疾病', 'O', 'O', 'B-疾病', 'I-疾病', 'O', 'B-疾病', 'I-疾病', 'I-疾病', 'I-疾病', 'O']","[0, 3, 60, 61, 3, 3, 3, 60, 61, 61, 61, 61, 61, 61, 3, 3, 60, 61, 3, 60, 61, 61, 61, 3, 1]",如梅毒患者、梅毒螺旋体感染者、淋病、尖锐湿疣等,23,0
