sen,label_decode,label,raw_sen,length,start,insert_index
"['8', '.', '2', '血', '红', '蛋', '白', '(', 'H', 'b', ')', '测', '定', '∶', '男', '≥', '1', '2', '0', 'g', '/', 'L']","['O', 'O', 'O', 'O', 'O', 'B-项目', 'I-项目', 'I-项目', 'O', 'I-项目', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 3, 10, 11, 11, 11, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]",8.2 血红蛋白 (Hb)测定∶男≥120g/L,22,0,"[4, 8]"
"['3', '.', '6', '单', '采', '成', '分', '血', 'a', 'p', 'h', 'e', 'r', 'e', 's', 'i', 's']","['O', 'O', 'O', 'O', 'O', 'B-术语', 'I-术语', 'I-术语', 'I-术语', 'O', 'I-术语', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 3, 30, 31, 31, 31, 31, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]",3.6单采成分血apheresis,17,0,"[4, 9]"
"['7', '.', '2', '体', '重']","['O', 'O', 'O', 'O', 'O', 'B-项目', 'O', 'I-项目', 'O']","[0, 3, 3, 3, 3, 10, 11, 3, 1]",7.2 体重 ,5,0,"[4, 6]"
"['2', '.', '6', '献', '血', '前', '核', '对']","['O', 'O', 'O', 'O', 'O', 'B-血液采集', 'I-血液采集', 'I-血液采集', 'I-血液采集', 'O', 'I-血液采集', 'O']","[0, 3, 3, 3, 3, 28, 29, 29, 29, 29, 3, 1]",2.6献血前核对,8,0,"[4, 9]"
"['6', '.', '1', '.', '1', '6', '寄', '生', '虫', '及', '地', '方', '病', '患', '者']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-疾病分类', 'I-疾病分类', 'I-疾病分类', 'I-疾病分类', 'I-疾病分类', 'I-疾病分类', 'O', 'I-疾病分类', 'O', 'O', 'O']","[0, 3, 3, 3, 3, 3, 3, 3, 20, 21, 21, 21, 21, 21, 21, 3, 3, 3, 1]",6.1.16寄生虫及地方病患者,15,0,"[7, 14]"
"['3', '.', '1', '7', '高', '水', '平', '消', '毒', 'h', 'i', 'g', 'h']","['O', 'O', 'O', 'O', 'O', 'O', 'B-术语', 'I-术语', 'I-术语', 'I-术语', 'O', 'I-术语', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 3, 3, 30, 31, 31, 31, 31, 3, 3, 3, 3, 3, 1]",3.17高水平消毒high,13,0,"[5, 10]"
"['8', '献', '血', '前', '血', '液', '检', '测']","['O', 'O', 'O', 'B-献血者健康检查', 'I-献血者健康检查', 'I-献血者健康检查', 'I-献血者健康检查', 'I-献血者健康检查', 'I-献血者健康检查', 'O', 'I-献血者健康检查', 'O']","[0, 3, 3, 26, 27, 27, 27, 27, 27, 27, 3, 1]",8 献血前血液检测 ,8,0,"[2, 9]"
"['a', '）', '立', '即', '暂', '停', '献', '血', '夹', '闭', '静', '脉', '管', '道']","['O', 'O', 'O', 'O', 'B-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'O', 'I-处置措施', 'O']","[0, 3, 3, 3, 68, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 3, 1]",a）立即暂停献血夹闭静脉管道,14,0,"[3, 15]"
"['5', '.', '3', '单', '采', '过', '程', '体', '外', '血', '容', '量', '的', '控', '制']","['O', 'O', 'O', 'O', 'O', 'B-预防措施', 'I-预防措施', 'I-预防措施', 'I-预防措施', 'I-预防措施', 'I-预防措施', 'I-预防措施', 'I-预防措施', 'I-预防措施', 'I-预防措施', 'I-预防措施', 'O', 'I-预防措施', 'O']","[0, 3, 3, 3, 3, 66, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 3, 1]",5.3单采过程体外血容量的控制,15,0,"[4, 16]"
"['6', '.', '1', '.', '1', '1', '精', '神', '疾', '病', '患', '者']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-疾病分类', 'I-疾病分类', 'I-疾病分类', 'O', 'I-疾病分类', 'O', 'O', 'O']","[0, 3, 3, 3, 3, 3, 3, 3, 20, 21, 21, 21, 3, 3, 3, 1]",6.1.11 精神疾病 患者,12,0,"[7, 11]"
"['2', '5', '0', 'm', 'l', '\u2002', '–', '\u2002', '3', '0', '0', 'm', 'l', '\u2002', '\u2002', '储', '存', '期', '末', 'p', 'H', '\u2002', '\u2002', '血', '小', '板', '含', '量', '\u2002', '\u2002', '白', '细', '胞', '残', '留', '量', '\u2002', '\u2002', '红', '细', '胞', '混', '入', '量', '\u2002', '\u2002', '无', '菌', '试', '验', '\u2002', '\u2002', '\u2002']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-项目', 'I-项目', 'I-项目', 'I-项目', 'I-项目', 'O', 'I-项目', 'O', 'O', 'O', 'B-项目', 'I-项目', 'I-项目', 'I-项目', 'O', 'I-项目', 'O', 'O', 'O', 'B-项目', 'I-项目', 'I-项目', 'I-项目', 'I-项目', 'O', 'I-项目', 'O', 'O', 'O', 'B-项目', 'I-项目', 'I-项目', 'I-项目', 'I-项目', 'O', 'I-项目', 'O', 'O', 'O', 'B-项目', 'I-项目', 'I-项目', 'O', 'I-项目', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 10, 11, 11, 11, 11, 11, 3, 3, 3, 3, 10, 11, 11, 11, 11, 3, 3, 3, 3, 10, 11, 11, 11, 11, 11, 3, 3, 3, 3, 10, 11, 11, 11, 11, 11, 3, 3, 3, 3, 10, 11, 11, 11, 3, 3, 3, 3, 1]",250ml – 300ml  储存期末pH  血小板含量  白细胞残留量  红细胞混入量  无菌试验   ,53,0,"[16, 22, 24, 29, 31, 37, 39, 45, 47, 51]"
"['3', '.', '3', '0', '菌', '落', '形', '成', '单', '位', 'c', 'o', 'l', 'o', 'n', 'y', '-', 'f', 'o', 'r', 'm', 'i', 'n', 'g', '-', 'u', 'n', 'i', 't']","['O', 'O', 'O', 'O', 'O', 'O', 'B-术语', 'I-术语', 'I-术语', 'I-术语', 'I-术语', 'O', 'I-术语', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 3, 3, 30, 31, 31, 31, 31, 31, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]",3.30 菌落形成单位 colony-forming-unit,29,0,"[5, 11]"
"['9', '）', '血', '红', '蛋', '白', '（', 'H', 'b', '）', '测', '定']","['O', 'O', 'O', 'O', 'B-项目', 'I-项目', 'I-项目', 'I-项目', 'I-项目', 'I-项目', 'I-项目', 'I-项目', 'I-项目', 'O', 'I-项目', 'O']","[0, 3, 3, 3, 10, 11, 11, 11, 11, 11, 11, 11, 11, 11, 3, 1]",9） 血红蛋白（Hb）测定 ,12,0,"[3, 13]"
"['3', '2', '什', '么', '是', '血', '液', '病', '？', '（', '知', '识', '类', '-', '血', '液', '概', '念', '型', '）']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-疾病分类', 'I-疾病分类', 'O', 'I-疾病分类', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 3, 3, 3, 20, 21, 21, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]",32什么是 血液病 ？（知识类-血液概念型）,20,0,"[6, 9]"
"['编', '制', '杨', '德', '全']","['O', 'O', 'O', 'O', 'B-起草人', 'I-起草人', 'O', 'I-起草人', 'O']","[0, 3, 3, 3, 48, 49, 49, 3, 1]",编制 杨德全 ,5,0,"[3, 6]"
"['疫', '苗', '、', '类', '毒', '素', '注', '射', '者', '无', '病', '症', '或', '不', '良', '反', '应', '出', '现', '者', '暂', '缓', '至', '接', '受', '疫', '苗', '2', '4', 'h', '后', '献', '血']","['O', 'O', 'O', 'O', 'O', 'B-献血者分类', 'I-献血者分类', 'I-献血者分类', 'I-献血者分类', 'I-献血者分类', 'O', 'I-献血者分类', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 3, 12, 13, 13, 13, 13, 13, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]",疫苗、 类毒素注射者 无病症或不良反应出现者暂缓至接受疫苗24h后献血,33,0,"[4, 10]"
"['6', '.', '4', '中', '度', '献', '血', '反', '应']","['O', 'O', 'O', 'O', 'O', 'B-严重程度评估', 'I-严重程度评估', 'I-严重程度评估', 'I-严重程度评估', 'I-严重程度评估', 'O', 'I-严重程度评估', 'O']","[0, 3, 3, 3, 3, 60, 61, 61, 61, 61, 61, 3, 1]",6.4 中度献血反应 ,9,0,"[4, 10]"
"['并', '保', '留', '注', '满', '新', '鲜', '冰', '冻', '血', '浆', '经', '热', '合', '的', '导', '管', '至', '少', '1', '0', 'c', 'm', '\u2002', '容', '量', '\u2002', '\u2002', '\u2002', '血', '浆', '蛋', '白', '含', '量', '\u2002', '\u2002', 'Ⅶ', '因', '子', '含', '量', '\u2002', '\u2002', '无', '菌', '试', '验', '\u2002', '\u2002', '\u2002']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-项目', 'O', 'I-项目', 'O', 'O', 'O', 'O', 'B-项目', 'I-项目', 'I-项目', 'I-项目', 'I-项目', 'O', 'I-项目', 'O', 'O', 'O', 'B-项目', 'I-项目', 'I-项目', 'I-项目', 'O', 'I-项目', 'O', 'O', 'O', 'B-项目', 'I-项目', 'I-项目', 'O', 'I-项目', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 10, 11, 3, 3, 3, 3, 3, 10, 11, 11, 11, 11, 11, 3, 3, 3, 3, 10, 11, 11, 11, 11, 3, 3, 3, 3, 10, 11, 11, 11, 3, 3, 3, 3, 1]",并保留注满新鲜冰冻血浆经热合的导管至少10cm 容量   血浆蛋白含量  Ⅶ因子含量  无菌试验   ,51,0,"[25, 27, 30, 36, 38, 43, 45, 49]"
"['本', '标', '准', '主', '要', '起', '草', '人', '邹', '峥', '峰', '、', '章', '悸', '、', '龚', '裕', '春', '、', '徐', '忠', '、', '张', '晰', '、', '谢', '云', '峥', '、', '徐', '舊', '、', '邱', '颖', '婕']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-起草人', 'I-起草人', 'O', 'I-起草人', 'O', 'O', 'B-起草人', 'O', 'I-起草人', 'O', 'O', 'B-起草人', 'I-起草人', 'O', 'I-起草人', 'O', 'O', 'B-起草人', 'O', 'I-起草人', 'O', 'O', 'B-起草人', 'O', 'I-起草人', 'O', 'O', 'B-起草人', 'I-起草人', 'O', 'I-起草人', 'O', 'O', 'B-起草人', 'O', 'I-起草人', 'O', 'O', 'B-起草人', 'I-起草人', 'O', 'I-起草人', 'O']","[0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 48, 49, 49, 3, 3, 3, 48, 49, 3, 3, 3, 48, 49, 49, 3, 3, 3, 48, 49, 3, 3, 3, 48, 49, 3, 3, 3, 48, 49, 49, 3, 3, 3, 48, 49, 3, 3, 3, 48, 49, 49, 3, 1]",本标准主要起草人邹峥峰、章悸、龚裕春、徐忠、张晰、谢云峥、徐舊、邱颖婕,35,0,"[9, 12, 13, 15, 16, 19, 20, 22, 23, 25, 26, 29, 30, 32, 33, 36]"
"['5', '.', '2', '消', '毒', '、', '灭', '菌', '方', '法', '的', '选', '择', '原', '则']","['O', 'O', 'O', 'O', 'O', 'B-卫生', 'I-卫生', 'I-卫生', 'I-卫生', 'I-卫生', 'I-卫生', 'I-卫生', 'I-卫生', 'I-卫生', 'I-卫生', 'I-卫生', 'O', 'I-卫生', 'O']","[0, 3, 3, 3, 3, 72, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 3, 1]",5.2 消毒、灭菌方法的选择原则 ,15,0,"[4, 16]"
"['6', '.', '1', '.', '1', '9', '易', '感', '染', '经', '血', '传', '播', '疾', '病', '的', '高', '危', '人', '群']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-献血者分类', 'I-献血者分类', 'I-献血者分类', 'I-献血者分类', 'I-献血者分类', 'I-献血者分类', 'I-献血者分类', 'I-献血者分类', 'I-献血者分类', 'I-献血者分类', 'I-献血者分类', 'I-献血者分类', 'I-献血者分类', 'O', 'I-献血者分类', 'O']","[0, 3, 3, 3, 3, 3, 3, 3, 12, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 3, 1]",6.1.19易感染经血传播疾病的高危人群,20,0,"[7, 21]"
"['1', '4', '捐', '献', '血', '小', '板', '有', '哪', '些', '激', '励', '政', '策', '？', '（', '制', '度', '类', '-', '概', '念', '型', '）']","['O', 'O', 'O', 'O', 'B-行为', 'I-行为', 'I-行为', 'I-行为', 'O', 'I-行为', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 4, 5, 5, 5, 5, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]",14 捐献血小板 有哪些激励政策？（制度类-概念型）,24,0,"[3, 8]"
"['如', '梅', '毒', '患', '者', '、', '梅', '毒', '螺', '旋', '体', '感', '染', '者', '、', '淋', '病', '、', '尖', '锐', '湿', '疣', '等']","['O', 'O', 'O', 'B-疾病', 'O', 'I-疾病', 'O', 'O', 'O', 'O', 'B-疾病', 'I-疾病', 'I-疾病', 'I-疾病', 'I-疾病', 'I-疾病', 'O', 'I-疾病', 'O', 'O', 'O', 'B-疾病', 'O', 'I-疾病', 'O', 'O', 'B-疾病', 'I-疾病', 'I-疾病', 'O', 'I-疾病', 'O', 'O']","[0, 3, 3, 32, 33, 3, 3, 3, 3, 3, 32, 33, 33, 33, 33, 33, 33, 3, 3, 3, 3, 32, 33, 3, 3, 3, 32, 33, 33, 33, 3, 3, 1]",如梅毒患者、梅毒螺旋体感染者、淋病、尖锐湿疣等,23,0,"[2, 4, 7, 14, 16, 18, 19, 23]"
"['有', '的', '还', '检', '查', '梅', '毒', '螺', '旋', '体']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-项目', 'I-项目', 'I-项目', 'I-项目', 'O', 'I-项目', 'O']","[0, 3, 3, 3, 3, 3, 3, 10, 11, 11, 11, 11, 3, 1]",有的还检查梅毒螺旋体,10,0,"[6, 11]"
"['7', '）', '双', '臂', '静', '脉', '穿', '刺', '部', '位', '无', '皮', '肤', '损', '伤', '无', '静', '脉', '注', '射', '药', '物', '痕', '迹']","['O', 'O', 'O', 'O', 'B-项目', 'I-项目', 'I-项目', 'I-项目', 'I-项目', 'I-项目', 'I-项目', 'O', 'I-项目', 'B-标准', 'I-标准', 'I-标准', 'I-标准', 'I-标准', 'I-标准', 'I-标准', 'I-标准', 'I-标准', 'I-标准', 'I-标准', 'I-标准', 'I-标准', 'O', 'I-标准', 'O']","[0, 3, 3, 3, 10, 11, 11, 11, 11, 11, 11, 11, 3, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 3, 1]",7） 双臂静脉穿刺部位 无皮肤损伤无静脉注射药物痕迹 ,24,0,"[3, 11, 25]"
"['r', 'e', 'a', 'c', 't', 'i', 'o', 'n', '献', '血', '相', '关', '并', '发', '症', 'c', 'o', 'm', 'p', 'l', 'i', 'c', 'a', 't', 'i', 'o', 'n', 's']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-术语', 'I-术语', 'I-术语', 'I-术语', 'I-术语', 'I-术语', 'O', 'I-术语', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 30, 31, 31, 31, 31, 31, 31, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]",reaction献血相关并发症complications,28,0,"[9, 16]"
"['3', '.', '8', '低', '效', '消', '毒', '剂', 'l', 'o', 'w', '-', 'e', 'f', 'f', 'i', 'c', 'a', 'c', 'y']","['O', 'O', 'O', 'O', 'O', 'B-术语', 'I-术语', 'I-术语', 'I-术语', 'O', 'I-术语', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 3, 30, 31, 31, 31, 31, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]",3.8低效消毒剂low-efficacy,20,0,"[4, 9]"
"['1', '.', '男', '性', '体', '重']","['O', 'O', 'O', 'O', 'O', 'O', 'B-项目', 'O', 'I-项目', 'O']","[0, 3, 3, 3, 3, 3, 10, 11, 3, 1]",1.男性 体重 ,6,0,"[5, 7]"
"['3', '.', '1', '9', '去', '白', '细', '胞', '单', '采', '血', '小', '板', 'a', 'p', 'h', 'e', 'r', 'e', 's', 'i', 's', '\u2002', 'p', 'l', 'a', 't', 'e', 'l', 'e', 't', 's', '\u2002', 'l', 'e', 'u', 'k', 'o', 'c', 'y', 't', 'e', 's', '\u2002', 'r', 'e', 'd', 'u', 'c', 'e', 'd', '\u2002', '\u2002']","['O', 'O', 'O', 'O', 'O', 'O', 'B-术语', 'I-术语', 'I-术语', 'I-术语', 'I-术语', 'I-术语', 'I-术语', 'I-术语', 'O', 'I-术语', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 3, 3, 30, 31, 31, 31, 31, 31, 31, 31, 31, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]",3.19去白细胞单采血小板apheresis platelets leukocytes reduced  ,53,0,"[5, 14]"
"['1', '0', '.', '3', '患', '者', '床', '单', '元', '的', '洁', '与', '消', '毒']","['O', 'O', 'O', 'O', 'O', 'O', 'B-卫生', 'I-卫生', 'I-卫生', 'I-卫生', 'I-卫生', 'I-卫生', 'I-卫生', 'I-卫生', 'I-卫生', 'O', 'I-卫生', 'O']","[0, 3, 3, 3, 3, 3, 72, 73, 73, 73, 73, 73, 73, 73, 73, 73, 3, 1]",10.3患者床单元的洁与消毒,14,0,"[5, 15]"
"['1', '4', '.', '1', '手', '工', '清', '洗', '与', '消', '毒']","['O', 'O', 'O', 'O', 'O', 'O', 'B-卫生', 'I-卫生', 'I-卫生', 'I-卫生', 'I-卫生', 'I-卫生', 'O', 'I-卫生', 'O']","[0, 3, 3, 3, 3, 3, 72, 73, 73, 73, 73, 73, 73, 3, 1]",14.1 手工清洗与消毒 ,11,0,"[5, 12]"
"['3', '.', '2', '清', '洗', 'w', 'a', 's', 'h', 'i', 'n', 'g']","['O', 'O', 'O', 'O', 'O', 'B-术语', 'O', 'I-术语', 'B-英文名', 'I-英文名', 'I-英文名', 'I-英文名', 'I-英文名', 'I-英文名', 'O', 'I-英文名', 'O']","[0, 3, 3, 3, 3, 30, 31, 3, 16, 17, 17, 17, 17, 17, 17, 3, 1]",3.2 清洗 washing ,12,0,"[4, 6, 13]"
"['5', '.', '5', '\u2002', '悬', '浮', '红', '细', '胞', '\u2002']","['O', 'O', 'O', 'O', 'O', 'O', 'B-血液', 'I-血液', 'I-血液', 'I-血液', 'O', 'I-血液', 'O', 'O']","[0, 3, 3, 3, 3, 3, 52, 53, 53, 53, 53, 3, 3, 1]",5.5  悬浮红细胞  ,10,0,"[5, 10]"
"['2', '.', '1', '导', '则']","['O', 'O', 'O', 'O', 'O', 'B-血液采集', 'O', 'I-血液采集', 'O']","[0, 3, 3, 3, 3, 28, 29, 3, 1]",2.1导则,5,0,"[4, 6]"
"['如', '脑', '血', '管', '病', '、', '脑', '炎', '、', '脑', '外', '伤', '后', '遗', '症', '、', '癫', '痫', '等']","['O', 'O', 'O', 'B-疾病', 'I-疾病', 'I-疾病', 'O', 'I-疾病', 'O', 'O', 'B-疾病', 'O', 'I-疾病', 'O', 'O', 'B-疾病', 'I-疾病', 'I-疾病', 'I-疾病', 'I-疾病', 'O', 'I-疾病', 'O', 'O', 'B-疾病', 'O', 'I-疾病', 'O', 'O']","[0, 3, 3, 32, 33, 33, 33, 3, 3, 3, 32, 33, 3, 3, 3, 32, 33, 33, 33, 33, 33, 3, 3, 3, 32, 33, 3, 3, 1]",如 脑血管病 、 脑炎 、 脑外伤后遗症 、 癫痫 等,19,0,"[2, 6, 7, 9, 10, 16, 17, 19]"
"['本', '标', '准', '起', '草', '单', '位', '上', '海', '市', '血', '液', '中', '心', '、', '北', '京', '市', '红', '十', '字', '血', '液', '中', '心', '、', '天', '津', '市', '血', '液', '中', '心']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-起草单位', 'I-起草单位', 'I-起草单位', 'I-起草单位', 'I-起草单位', 'I-起草单位', 'O', 'I-起草单位', 'O', 'O', 'B-起草单位', 'I-起草单位', 'I-起草单位', 'I-起草单位', 'I-起草单位', 'I-起草单位', 'I-起草单位', 'I-起草单位', 'I-起草单位', 'O', 'I-起草单位', 'O', 'O', 'B-起草单位', 'I-起草单位', 'I-起草单位', 'I-起草单位', 'I-起草单位', 'I-起草单位', 'O', 'I-起草单位', 'O']","[0, 3, 3, 3, 3, 3, 3, 3, 3, 46, 47, 47, 47, 47, 47, 47, 3, 3, 3, 46, 47, 47, 47, 47, 47, 47, 47, 47, 47, 3, 3, 3, 46, 47, 47, 47, 47, 47, 47, 3, 1]",本标准起草单位上海市血液中心、北京市红十字血液中心、天津市血液中心,33,0,"[8, 15, 16, 26, 27, 34]"
"['7', '.', '5', '体', '温', '∶', '正', '常']","['O', 'O', 'O', 'O', 'O', 'B-项目', 'O', 'I-项目', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 3, 10, 11, 3, 3, 3, 3, 1]",7.5 体温 ∶正常,8,0,"[4, 6]"
"['有', '的', '还', '检', '查', '梅', '毒', '螺', '旋', '体']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-项目', 'I-项目', 'I-项目', 'I-项目', 'O', 'I-项目', 'O']","[0, 3, 3, 3, 3, 3, 3, 10, 11, 11, 11, 11, 3, 1]",有的还检查 梅毒螺旋体 ,10,0,"[6, 11]"
"['4', '.', '1', '.', '2', 'R', 'h', 'D', '血', '型']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-项目', 'I-项目', 'I-项目', 'I-项目', 'O', 'I-项目', 'O']","[0, 3, 3, 3, 3, 3, 3, 10, 11, 11, 11, 11, 3, 1]",4.1.2 RhD血型 ,10,0,"[6, 11]"
"['a', ')', '停', '止', '献', '血']","['O', 'O', 'O', 'O', 'B-处置措施', 'I-处置措施', 'I-处置措施', 'O', 'I-处置措施', 'O']","[0, 3, 3, 3, 68, 69, 69, 69, 3, 1]",a) 停止献血 ,6,0,"[3, 7]"
"['并', '保', '留', '注', '满', '全', '血', '经', '热', '合', '的', '导', '管', '至', '少', '3', '5', 'c', 'm', '\u2002', '容', '量', '\u2002', '\u2002', '血', '细', '胞', '比', '容', '\u2002', '\u2002', '血', '红', '蛋', '白', '含', '量', '\u2002', '来', '源', '于', '2', '0', '0', 'm', 'l', '全', '血']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-项目', 'O', 'I-项目', 'O', 'O', 'O', 'B-项目', 'I-项目', 'I-项目', 'I-项目', 'O', 'I-项目', 'O', 'O', 'O', 'B-项目', 'I-项目', 'I-项目', 'I-项目', 'I-项目', 'O', 'I-项目', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 10, 11, 3, 3, 3, 3, 10, 11, 11, 11, 11, 3, 3, 3, 3, 10, 11, 11, 11, 11, 11, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]",并保留注满全血经热合的导管至少35cm 容量  血细胞比容  血红蛋白含量 来源于200ml全血,48,0,"[21, 23, 25, 30, 32, 38]"
"['g', ')', '开', '窗', '或', '电', '扇', '使', '空', '气', '凉', '爽']","['O', 'O', 'O', 'O', 'B-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'O', 'I-处置措施', 'O']","[0, 3, 3, 3, 68, 69, 69, 69, 69, 69, 69, 69, 69, 69, 3, 1]",g)开窗或电扇使空气凉爽,12,0,"[3, 13]"
"['4', '.', '1', '.', '2', 'R', 'h', 'D', '血', '型']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-项目', 'I-项目', 'I-项目', 'I-项目', 'O', 'I-项目', 'O']","[0, 3, 3, 3, 3, 3, 3, 10, 11, 11, 11, 11, 3, 1]",4.1.2 RhD血型 ,10,0,"[6, 11]"
"['1', '9', '血', '液', '收', '费', '的', '标', '准', '是', '什', '么', '?', '（', '制', '度', '类', '-', '概', '念', '型', '）']","['O', 'O', 'O', 'O', 'B-项目', 'I-项目', 'I-项目', 'O', 'I-项目', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 10, 11, 11, 11, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]",19血液收费的标准是什么?（制度类-概念型）,22,0,"[3, 7]"
"['质', '量', '控', '制', '项', '目', '\u2002', '要', '求', '\u2002', '外', '观', '\u2002', '肉', '眼', '观', '察', '应', '呈', '黄', '色', '澄', '清', '液', '体']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-项目', 'O', 'I-项目', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 10, 11, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]",质量控制项目 要求 外观 肉眼观察应呈黄色澄清液体,25,0,"[11, 13]"
